Feature,Coefficient - 1,Coefficient - 2,Coefficient - 3,Coefficient - 4,Coefficient - 5,Coefficient - 6,Coefficient - 7,Coefficient - 8,Coefficient - 9,Coefficient - 10,Coefficient - 11,Coefficient - 12,Coefficient - 13,Coefficient - 14,Coefficient - 15,Coefficient - 16,Coefficient - 17,Coefficient - 18,Coefficient - 19,Coefficient - 20,Coefficient - 21,Coefficient - 22,Coefficient - 23,Coefficient - 24,Coefficient - 25,Coefficient - 26,Coefficient - 27,Coefficient - 28,Coefficient - 29,Coefficient - 30,Coefficient - 31,Coefficient - 32,Coefficient - 33,Coefficient - 34,Coefficient - 35,Coefficient - 36,Coefficient - 37,Coefficient - 38,Coefficient - 39,Coefficient - 40,Coefficient - 41,Coefficient - 42,Coefficient - 43,Coefficient - 44,Coefficient - 45,Coefficient - 46,Coefficient - 47,Coefficient - 48,Coefficient - 49,Coefficient - 50,Coefficient - 51,Coefficient - 52,Coefficient - 53,Coefficient - 54,Coefficient - 55,Coefficient - 56,Coefficient - 57,Coefficient - 58,Coefficient - 59,Coefficient - 60
Day-ahead Price [GBP/MWh]_standardized d-2 h=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01889109765694408,0.0,0.0005204864199701638,0.0,0.006971213557640284,0.015708965319325332,0.014132169716038166,0.013874194751030753,0.013679633646852632,0.014004340694858312,0.00941440646425218,0.014524313222993667,0.013325213893722388,0.013070404907121552,0.01255960765827983,0.0078036175177112746,0.0029769803280488096,0.0036897959953027647,0.0,0.0,0.0029352888963099064,0.0022336988099874687,0.0,0.0007823083657884328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018760736817816667,0.0008020704863352836,0.0028608783488833054,0.005341231267837477,0.007197338333526232,0.00516887799898472,0.0066580669153861296,0.007142318996058399,0.005111657144718023,0.007221674479322412,0.009143137484958881,0.009883275150760328,0.010748932279028425,0.010843272841950037,0.011763211364508128,0.011001307951124225,0.01189162442007704
Day-ahead Price [GBP/MWh]_standardized d-2 h=18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006271062006479567,0.017264938260295848,0.025267854728543794,0.0300529445590622,0.022149817172786978,0.0,0.00029009579499398035,0.0,0.0,0.00544213184487185,0.01922728424202103,0.0025716693706021817,0.0,0.0,0.0039920373089234575,0.03039426830010075,0.04496978964284888,0.038951623966733497,0.06868694890883152,0.06776205678748759,0.05814737806480878,0.05181168173900015,0.05705713944010479,0.05573461461571615,0.060134506692179214,0.05956022951903602,0.057640868453523945,0.05642506040741594,0.054631486020202194,0.05481027987085624,0.05112383311690965,0.04458994102557136,0.03665104645135338,0.033535146526693684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=19,0.01225795510737169,0.012971640177194845,0.015099599098522928,0.01583014471775356,0.017923975726745613,0.012944358709190844,0.006226202047752974,0.0025215987466713917,0.0,0.003259713796467289,0.0,0.0,0.0,0.012572898425019652,0.01057470567473695,0.010023659864187998,0.00976919485137047,0.0,0.0,0.0,0.008964536828104249,0.009589903796540013,0.016308337334018284,0.0,0.003598990687862178,0.01603252339325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021462214461621,0.0,0.01926266803255453,0.024405527826315478,0.03420612397808129,0.04418775566993554,0.049585161430932154,0.07545619467877857,0.05899878328820394,0.052352671335949744,0.05248026852648483,0.052780521212563346,0.04591710719624031,0.04450879387788016,0.04417161359310611,0.037948124210549584,0.0484675776714077,0.04931332793846256,0.04672864009405109,0.048513408085656365,0.04551201976337,0.044324201914482324,0.04081560902303412,0.045846559082698926,0.03779041902747667
Day-ahead Price [GBP/MWh]_standardized d-2 h=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01042111687136331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=17,0.0,0.0,0.00024454283256618656,0.0,0.0,0.00043112483841404,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006164373640481156,0.018728986433991807,0.02294439804921382,0.06892237632100624,0.0794104307613141,0.07486456561585716,0.07452454748184487,0.07457716791064314,0.07597568100108998,0.09272607662293389,0.09656149519451851,0.09169503378594383,0.09346859296913101,0.09483413128185393,0.12631893174550718,0.12852067156581715,0.1306698462882099,0.10767397397087343,0.10531604079321145,0.06989554196909527,0.06262386491885263,0.06655481267801197,0.04445138497991497,0.04870209890452651,0.05135978804148997,0.027336702719422245,0.03147866367221432,0.058237575583864866,0.05381217296452414,0.05342901139196806,0.06321023679181308,0.06500911486615071,0.06923052612195077,0.07053481114393378,0.06837446232228324,0.06465172477640688,0.046926732110814384
Day-ahead Price [GBP/MWh]_standardized d-3 h=21,0.13662531141259285,0.13597107382050633,0.13503224070673212,0.1357821864818621,0.13278475969103112,0.13316685478897697,0.13305927350015836,0.17830685788408787,0.1637981166898038,0.16275996871167617,0.15780360056811146,0.15761733948772588,0.15720873071996705,0.1572129530328394,0.15319279467385433,0.15218136338353047,0.15216686875445362,0.16602024463168683,0.16709829779228175,0.16571538433587196,0.16409457330094218,0.16568934137469896,0.15913825002828985,0.16526399144841092,0.15386836558854436,0.14206724960009592,0.09467381939807791,0.08266482813505989,0.0998379142568664,0.08977660639728398,0.09084069530999017,0.08968677204643767,0.07267554023928588,0.06792355119531643,0.07425063068296915,0.07084801185750815,0.059986448918990506,0.024418830219699816,0.02390404653373261,0.01592319152648599,0.04824123172984013,0.05980159908573495,0.05808502906112424,0.07106047275565101,0.06810958959377683,0.08334955220696541,0.07232237917922348,0.06968204603307346,0.0831112986413286,0.07823062228343011,0.04859785687162376,0.050282328534536395,0.05849833267591909,0.048804290665725565,0.04487943888239532,0.04441595406722064,0.041418693714072176,0.044351448352327856,0.04437233400013488,0.05525372396105198
Day-ahead Price [GBP/MWh]_standardized d-3 h=22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=6,0.033184422724770526,0.04672979684492319,0.06186821066087778,0.06390837817911181,0.06377138154387321,0.06600890880450826,0.0567236205024593,0.0,0.0052075984230513855,0.005533919717863245,0.031066353927417127,0.04706782345806066,0.05351006151981237,0.02681625199224203,0.04081414903436543,0.04149905766768538,0.04035445695536654,0.034650174094463256,0.02111054649629124,0.021580109784222243,0.0224470161846069,0.022508367445839852,0.024561979930439983,0.019869932073619336,0.017164246047365005,0.017705976239759558,0.013676868538395682,0.013074363049913213,0.013580218496100594,0.011973678892950541,0.009832876574518994,0.01005626989634935,0.008433060218067162,0.007892022662525254,0.005561605626583957,0.0052215089054907324,0.0047483799400796925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=7,0.04140773416525728,0.025966853956835623,0.005538520052286012,0.005376897081486316,0.002968549314989014,0.0008650682855629556,0.006771414742897132,0.06182179497984707,0.053485296912494436,0.056253536063645145,0.029575481367262218,0.00931019158247596,0.002174964683901065,0.027098850754381214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
