Feature,Coefficient - 1,Coefficient - 2,Coefficient - 3,Coefficient - 4,Coefficient - 5,Coefficient - 6,Coefficient - 7,Coefficient - 8,Coefficient - 9,Coefficient - 10,Coefficient - 11,Coefficient - 12,Coefficient - 13,Coefficient - 14,Coefficient - 15,Coefficient - 16,Coefficient - 17,Coefficient - 18,Coefficient - 19,Coefficient - 20,Coefficient - 21,Coefficient - 22,Coefficient - 23,Coefficient - 24,Coefficient - 25,Coefficient - 26,Coefficient - 27,Coefficient - 28,Coefficient - 29,Coefficient - 30,Coefficient - 31,Coefficient - 32,Coefficient - 33,Coefficient - 34,Coefficient - 35,Coefficient - 36,Coefficient - 37,Coefficient - 38,Coefficient - 39,Coefficient - 40,Coefficient - 41,Coefficient - 42,Coefficient - 43,Coefficient - 44,Coefficient - 45,Coefficient - 46,Coefficient - 47,Coefficient - 48,Coefficient - 49,Coefficient - 50,Coefficient - 51,Coefficient - 52,Coefficient - 53,Coefficient - 54,Coefficient - 55,Coefficient - 56,Coefficient - 57,Coefficient - 58,Coefficient - 59,Coefficient - 60
Day-ahead Price [GBP/MWh]_standardized d-1 h=10,0.022964198547570775,0.024235578881957962,0.01272504802491247,0.012064193825175389,0.013630323416678341,0.038506775606882405,0.0394764354529836,0.020566137342200183,0.0,0.0,0.01829448578959695,0.01810756030875527,0.015603700937588335,0.028194685527245307,0.018104856191876774,0.02074061830046565,0.020717471805353493,0.017731819547674815,0.022746798169197648,0.031848113104976344,0.032611899699719164,0.03716889026524753,0.0323720999600505,0.038903691803252684,0.03522971475864035,0.03802861282242719,0.06690211826159427,0.06291524812727448,0.06538478288357612,0.06660163575135734,0.06682696456765108,0.06705146148954733,0.06753555761615988,0.06498260396651016,0.07233479421578289,0.07153227941536083,0.07188990422443273,0.07191625980032573,0.0689937513399486,0.07228568491452769,0.05523851193579133,0.05941995285747281,0.04951925462993892,0.04425738753972008,0.04167758023274925,0.04484328265390052,0.04268963663897387,0.04589008279005707,0.04786356216795035,0.04658310459318028,0.04550033977212088,0.03935737008360495,0.03717958217132343,0.03867629137277498,0.03912369484957078,0.03891123994557275,0.03523594102507583,0.03508114568735415,0.03861346817113502,0.03895786616041887
Day-ahead Price [GBP/MWh]_standardized d-1 h=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003613465108468799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010453809510438021,0.04324365085976616,0.036808276204735216,0.04235310209442804,0.04151708905985526,0.040687806790231,0.03479137563450944,0.03599899890297773,0.030693692834108575,0.029747436937442966,0.03154438925114331,0.013034150316988236,0.022820578890317262,0.02590165905766933,0.02669274600800366,0.025821388262972866,0.0233809202701992,0.023522226346885472,0.023381550889921447,0.01956439081381555,0.018524247039699883
Day-ahead Price [GBP/MWh]_standardized d-1 h=14,0.05398436161006889,0.0554282887810351,0.05352634597746241,0.05531637227921933,0.05878249575599454,0.0502334983621859,0.04682784184121754,0.08393084730005022,0.12875821747462918,0.13356070006214546,0.11220279570401269,0.1602969582670921,0.10187160289129614,0.08464524140825809,0.10396027794184205,0.10442572634995342,0.09905615214100547,0.10459909720069711,0.09630443420040016,0.08992944189362437,0.10048950653090602,0.09479999543444874,0.09460848567526316,0.0868046658044862,0.08972898332477305,0.08930148636807056,0.08238187636747434,0.08508269545663537,0.08347442877076248,0.08313231155001014,0.08527217489713783,0.08543490662210493,0.0846628432834469,0.08649136766643513,0.08770357602831128,0.08858538282817113,0.08890249840291238,0.0963021158844725,0.09904395280084873,0.08608785065146642,0.019465024588655205,0.017532837422675786,0.014338812664016026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567712337877687,0.025619211413776873,0.019634109825185764,0.01764210546155943,0.017661851445412997,0.019874643548214513,0.023389138756790245,0.023668670459610422,0.022124917991616613,0.02288224790928684
Day-ahead Price [GBP/MWh]_standardized d-1 h=15,0.06702647995996854,0.06697856851337017,0.0664874881794397,0.065850230747686,0.06636164303424566,0.07174699137669523,0.0728517733890579,0.08104936201006296,0.03415232233862814,0.03249410587571866,0.036842971161941206,0.0,0.04933521461976977,0.05091691256900663,0.0472630834097336,0.04271234855317897,0.046841963983802165,0.044587929450749804,0.045888568663073136,0.04442221590773026,0.03924716857416053,0.04005064764367963,0.04267641287873813,0.04360797603873031,0.04418208033875095,0.04335908682099514,0.037109885925184015,0.03573728840169425,0.036230697522171555,0.03530172458924947,0.0336999001785096,0.033419857719206005,0.03282084016848027,0.0326449653520032,0.031428739157885605,0.032365319334650346,0.03150033087286615,0.02688349121697674,0.02600401125878354,0.025690071033970335,0.05576399132754768,0.05647875560608389,0.05814737203015286,0.06172898130001006,0.061354459312771094,0.06139312547418656,0.0605878420024431,0.06039681672590981,0.06028219431095565,0.05838113899208611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018083007255108123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460506770939292,0.04579101190920702,0.04749521340743389,0.04813607502746293,0.04965023620645363,0.04975635425381076,0.04986660417792065,0.04984639566537238,0.050048858997511415,0.04999800573684264
Day-ahead Price [GBP/MWh]_standardized d-1 h=18,0.017756373582989038,0.016182850224082525,0.01618153237895959,0.01585188294078985,0.013819308046968126,0.014957595249252702,0.016055155505259763,0.0,0.0,0.0,0.00903935481290013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009402197674937475,0.0073733243808707235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002766632011542796,5.682084952314867e-05,0.0024867856261420905,0.0,0.0,0.0,0.0,0.0,0.006432119940976326,0.005771738605351481,0.007670529267566038,0.010300023980081513,0.011919213313675875,0.012443004145552926,0.012873594601068902,0.013618795619170988,0.01465498471472866,0.011283684744106931,0.010402442329995607,0.01040086665424617,0.008218377408289004,0.023401975258276704,0.09823892717672524,0.10357299687091238,0.11359169807119016,0.14963225230232982,0.14987437035107923,0.15179812780762003,0.15311316766161306,0.1534863836038277,0.15300494052421137,0.15628799976437413,0.14835694344625291,0.1507187972978414,0.1529098100581949,0.15441295317019094,0.15340986060243603,0.1524231154758349,0.15117476931054077,0.15109436024730352,0.15254527127965248,0.1525351973611331
Day-ahead Price [GBP/MWh]_standardized d-1 h=20,0.1298830097327837,0.12844698872960472,0.13152806934365546,0.1269268740026962,0.12608308598804718,0.12663136616511214,0.12938088142079485,0.08003585562772186,0.08277622854292165,0.08363182879738172,0.08659145835094309,0.09050264456697309,0.09053199885750463,0.10454692376690129,0.09856076932742415,0.10257067282887602,0.10499551826377103,0.10009501503935386,0.10294602461428215,0.10826776852672519,0.09850620952373594,0.09020218693170401,0.08855630463040477,0.09009317021457705,0.08817649601743427,0.09367695273613466,0.09206802781909725,0.09787563761805217,0.09119757140743075,0.0885801850822138,0.0883711153435963,0.08836944028052673,0.08999434284951846,0.08883715842800306,0.08786995184855631,0.09045854542326158,0.09268533079557349,0.09157086573324537,0.09285212568772075,0.08941131233005944,0.020969319183680495,0.016104494939101408,0.014934586283326447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=22,0.05345690157024261,0.05261584224282269,0.046462502569830644,0.047290985487785916,0.0498791090421603,0.05006692516139634,0.04967345276430017,0.13007680560493898,0.12752738974820813,0.12695762276368774,0.10676034777106974,0.10869737687106928,0.08634773020741125,0.0856029664609275,0.08999935867353182,0.08578096597491205,0.07540207184735341,0.0733060241398121,0.07139981567368736,0.07584223342790006,0.07075038488721362,0.0766787025496634,0.06069570800002837,0.052261810193280175,0.05026991254669231,0.04616579603955376,0.006618162548746988,0.00831962872800758,0.025578345251610388,0.027398158635329763,0.02869195658547852,0.027440926661281305,0.029171311052521832,0.028695428470454695,0.01579202583345673,0.016737808623012003,0.01696550280966313,0.02478547658956991,0.029273228371709127,0.009981239452962054,0.007829904799870707,0.005996139854175693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=24,0.40860663120717305,0.41012078598192053,0.4156110951529007,0.41430561112545333,0.4142313923597658,0.42261188806247363,0.4209459390579403,0.3638849231351576,0.3727429985674817,0.37466424618881194,0.3860924776437255,0.38083138590526355,0.4082653735100825,0.3960026596219831,0.3952881060065462,0.3953248881612622,0.4037944137928392,0.40854256735202976,0.40937462399320274,0.4006688645286779,0.40428610950667576,0.403534106062231,0.42902873548947595,0.43919565681354483,0.4440010897383585,0.4404246179780546,0.4610465807372809,0.45488899941662575,0.44178589230471527,0.43916416280345183,0.43429628870664,0.4354091355239289,0.43326491002501333,0.43670848973731347,0.4426426556429756,0.4407551537988129,0.4408068669802462,0.4301099160308254,0.425851743338074,0.4402564853569425,0.4496916368206055,0.4500116627176797,0.44906408880084847,0.4441902366581306,0.44545175525373665,0.44462889773355285,0.4454540789636741,0.4460869029487275,0.44514827792853784,0.444961823091837,0.4416596186857715,0.44178776005462755,0.44351410532537433,0.44386309020739817,0.44549722437427886,0.44725230002435373,0.4479698940631322,0.4482797176768994,0.44869505700821566,0.44886035644935446
Day-ahead Price [GBP/MWh]_standardized d-2 h=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
