Feature,H1 - Coefficient - 1,H2 - Coefficient - 1,H3 - Coefficient - 1,H4 - Coefficient - 1,H5 - Coefficient - 1,H6 - Coefficient - 1,H7 - Coefficient - 1,H8 - Coefficient - 1,H9 - Coefficient - 1,H10 - Coefficient - 1,H11 - Coefficient - 1,H12 - Coefficient - 1,H13 - Coefficient - 1,H14 - Coefficient - 1,H15 - Coefficient - 1,H16 - Coefficient - 1,H17 - Coefficient - 1,H18 - Coefficient - 1,H19 - Coefficient - 1,H20 - Coefficient - 1,H21 - Coefficient - 1,H22 - Coefficient - 1,H23 - Coefficient - 1,H24 - Coefficient - 1
Day-ahead Price [GBP/MWh]_standardized d-1 h=24,0.8240240809432322,0.8520146762234118,0.9304737049453015,0.964657718977353,0.6750988387882962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04734931767934032,0.03129441156521163
Day-ahead Price [GBP/MWh]_standardized d-2 h=1,0.0,0.0,0.0,0.0,-0.0,-0.09831917481769056,-0.0,-0.0,-0.3073866212233542,-0.25485311782062636,-0.12219252205021706,-0.27595283197188925,-0.28487810633407884,-0.1436825654628701,-0.6141840464484877,-0.9292624151086615,-0.9103450195657358,-0.4954034065520886,-0.24536993802507606,-0.047165414581848975,-0.014207284694278772,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=2,0.0,0.0,0.0,0.0,-0.0,-0.0016177673702804688,-0.35498237933610793,-0.3722630513074195,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03638813463104157,-0.001317770408014239,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.012399193673865634,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=3,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=4,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=5,-0.0,-0.0018074638927201596,-0.1306060847501265,-0.12936124346619188,-0.01749628417719335,0.0,0.0,0.0,0.0,0.03142757637228104,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.06391422669488474,0.0024261676986651708,0.0,-0.0,-0.2089017929584283,-0.09458523839457737
Day-ahead Price [GBP/MWh]_standardized d-2 h=6,-0.0,-0.05890216791494535,-0.05842096874024874,-0.005213638270446191,-0.08394720445739025,0.0,0.01255846536730805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.000849979471639676,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=7,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=8,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=9,-0.0,0.0,0.0,0.0,0.0,0.0,0.05053778542270379,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=10,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=11,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03970782870118425,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=15,0.010698444299602485,0.0,0.07274334488442045,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02084725956945033,-0.5333600746246794,-0.45845493204685284,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=16,0.001843511487042001,0.0,0.0,0.02602114831612567,0.05590124838073332,0.08771036890821658,0.11118486495642088,0.1536882735563629,0.12803361041383618,0.11916069872895106,0.09225596421431699,0.08251995335006794,0.0,0.0,0.005980988165650102,0.0,0.038204470471608715,0.03729157551322189,0.06308103845968027,0.0,0.0,0.009944063774161831,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=17,0.0005766383421441483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017748460586659444,0.08781604194766422,0.07588043357603069,0.03656237650576551,0.0,0.0,0.06861039061912512,0.0,0.02866141167887804,0.016725384492006886,0.020332108588745155,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=18,0.0029028355120577437,0.08441054927021774,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28967688780599,0.33262828972298547
Day-ahead Price [GBP/MWh]_standardized d-2 h=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=21,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=22,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=23,0.0,0.0,0.028051344794944574,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.02578690696592004
Day-ahead Price [GBP/MWh]_standardized d-2 h=24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009547487536182188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=1,0.007549179771350626,0.0,0.0,0.0,0.13913409065768834,0.0,0.06517581130003947,0.015354869639012052,0.05720651031967049,0.07633681787104442,0.08043327429528668,0.029884863613727553,0.0018975002321302394,0.015352542082444501,0.36797617016589246,1.4379718064282476,1.3349165843540525,0.4091882503126827,0.07861834352820558,0.07403018976713091,0.06152265591282077,0.13142067840421234,0.08562556676708726,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=2,0.0182629062827819,0.001998411103492276,0.02513643140908915,0.09262644404250137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016823540532848271
Day-ahead Price [GBP/MWh]_standardized d-3 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=4,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=6,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.004787351698755242,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.022482572101658573,-0.010026614568470657,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=7,0.0,0.0,0.0038259604460066884,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=8,0.0,0.0,0.02016378464691032,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=10,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.04589956105231695,0.11809925957755096,0.1390984390134414,0.018580247245521143,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=11,-0.0,-0.0,-0.0,0.0,0.0,0.06720326478141218,0.019766008488351774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.06223038284636025,0.08017719716593712,0.0,0.0,0.0,0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=12,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=13,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.10151205938209472
Day-ahead Price [GBP/MWh]_standardized d-3 h=14,-0.008893392060400275,-0.0,-0.021158942118766434,-0.024925383630168305,-0.03596369846586836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.3436649917623018,-0.14539507786453443,0.0,0.0,0.0,0.0,0.0,-0.22159920038660946,-0.07674517320359094
Day-ahead Price [GBP/MWh]_standardized d-3 h=15,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=16,0.014587279577264597,0.03841050106622134,0.0,0.0,0.016599465835312358,0.10313259169502231,0.0,0.0,0.016419574747829777,0.0424603300697544,0.021449908891652245,-0.0,-0.0,-0.001635467566971057,-0.0,0.0,0.0,-0.0,-0.0,-0.032797260662103915,-0.003534623058478404,-0.025605387926578196,-0.10517406850823185,-0.05114055189935728
Day-ahead Price [GBP/MWh]_standardized d-3 h=17,0.0,0.0,0.03926241617799986,0.07301992740925661,0.11819718723445026,0.007248463039765921,0.11295135181096452,0.045979229001568755,0.039339100032470424,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.004080393346814669,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=18,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.02470411888804097,0.0,0.0,0.0,0.0,0.0,0.0,0.05273632080437056,0.13066454641284111,0.0,0.0,0.0,0.0,0.0,0.061762309778536265,0.39391349873760306,0.27370134395655404
Day-ahead Price [GBP/MWh]_standardized d-3 h=19,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.06820910322820882,0.007056269968604352,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=20,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=21,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=22,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=23,0.0,0.0,0.0,0.04659734840293063,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=24,0.0,0.0,0.050176255336892274,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=1,-0.0,-0.0,-0.0,-0.0,-0.0761185796663691,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.14355017106973078,0.0,0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2043027502254859,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22824982625366844,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.005870508930817941,-0.11768590827509835
Day-ahead Price [GBP/MWh]_standardized d-7 h=5,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18271253510415544,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=6,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=7,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=8,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=9,0.0,0.0,-0.0,-0.0,-0.0,0.05078744894516387,0.3871393464631493,0.0,0.0,0.0,0.24491723692408016,0.3913967183203237,0.0,0.0,0.8266069416898636,3.153587131780899,2.9096972560838785,0.0,0.0,0.0,0.0,0.34680035240102486,0.4953458444320982,0.4451786286134899
Day-ahead Price [GBP/MWh]_standardized d-7 h=10,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.5261999282612447,0.41043251025482214,0.3367530395741393,0.019438965981823583,0.08851426025957454,0.5399649403347149,0.466850622153366,0.4203452449784716,0.0,0.0,1.1652370280421658,0.613312128427825,0.29183461608848077,0.3452884852007731,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=11,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=12,-0.0,-0.0,-0.004778692439271986,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=13,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=14,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=15,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12348399314599677,-0.10892972993249794,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1292443483668331,-0.0,-0.0
